Facility,Department,Room,Bed,Bed Class,Bed Type,Virtual bed
N1SG,NW42,N04201,N042001,B2,Subsidised,
N1SG,NW42,N04201,N042002,B2,Subsidised,
N1SG,NW42,N04201,N042003,B2,Subsidised,
N1SG,NW42,N04201,N042004,B2,Subsidised,
N1SG,NW42,N04201,N042005,B2,Subsidised,
N1SG,NW42,N04201,N042006,B2,Subsidised,
N1SG,NW42,N04202,N042007,B2,Subsidised,
N1SG,NW42,N04202,N042008,B2,Subsidised,
N1SG,NW42,N04202,N042009,B2,Subsidised,
N1SG,NW42,N04202,N042010,B2,Subsidised,
N1SG,NW42,N04202,N042011,B2,Subsidised,
N1SG,NW42,N04202,N042012,B2,Subsidised,
N1SG,NW42,N04203,N042013,B2,Subsidised,
N1SG,NW42,N04204,N042014,B2,Subsidised,
N1SG,NW42,N04205,N042015,B2,Subsidised,
N1SG,NW42,N04205,N042016,B2,Subsidised,
N1SG,NW42,N04205,N042017,B2,Subsidised,
N1SG,NW42,N04205,N042018,B2,Subsidised,
N1SG,NW42,N04205,N042019,B2,Subsidised,
N1SG,NW42,N04205,N042020,B2,Subsidised,
N1SG,NW42,N04206,N042021,B2,Subsidised,
N1SG,NW42,N04206,N042022,B2,Subsidised,
N1SG,NW42,N04206,N042023,B2,Subsidised,
N1SG,NW42,N04206,N042024,B2,Subsidised,
N1SG,NW42,N04206,N042025,B2,Subsidised,
N1SG,NW42,N04206,N042026,B2,Subsidised,
N1SG,NW42,N04207,N042027,B2,Subsidised,
N1SG,NW42,N04207,N042028,B2,Subsidised,
N1SG,NW42,N04207,N042029,B2,Subsidised,
N1SG,NW42,N04207,N042030,B2,Subsidised,
N1SG,NW42,N04207,N042031,B2,Subsidised,
N1SG,NW42,N04207,N042032,B2,Subsidised,
N1SG,NW42,N04208,N042033,B2,Subsidised,
N1SG,NW42,N04208,N042034,B2,Subsidised,
N1SG,NW42,N04208,N042035,B2,Subsidised,
N1SG,NW42,N04208,N042036,B2,Subsidised,
N1SG,NW42,N04208,N042037,B2,Subsidised,
N1SG,NW42,N04208,N042038,B2,Subsidised,
N1SG,NW42,N04209,N042039,B2,Subsidised,
N1SG,NW42,N04209,N042040,B2,Subsidised,
N1SG,NW42,N04209,N042041,B2,Subsidised,
N1SG,NW42,N04209,N042042,B2,Subsidised,
N1SG,NW42,N04209,N042043,B2,Subsidised,
N1SG,NW42,N04209,N042044,B2,Subsidised,
N1SG,NW42,N042DL,N042DL01,,,
N1SG,NW42,N042DL,N042DL02,,,
N1SG,NW42,N042DL,N042DL03,,,
N1SG,NW43,N04301,N043001,B2,Subsidised,
N1SG,NW43,N04301,N043002,B2,Subsidised,
N1SG,NW43,N04301,N043003,B2,Subsidised,
N1SG,NW43,N04301,N043004,B2,Subsidised,
N1SG,NW43,N04301,N043005,B2,Subsidised,
N1SG,NW43,N04301,N043006,B2,Subsidised,
N1SG,NW43,N04302,N043007,B2,Subsidised,
N1SG,NW43,N04302,N043008,B2,Subsidised,
N1SG,NW43,N04302,N043009,B2,Subsidised,
N1SG,NW43,N04302,N043010,B2,Subsidised,
N1SG,NW43,N04302,N043011,B2,Subsidised,
N1SG,NW43,N04302,N043012,B2,Subsidised,
N1SG,NW43,N04303,N043013,B2,Subsidised,
N1SG,NW43,N04303,N043014,B2,Subsidised,
N1SG,NW43,N04303,N043015,B2,Subsidised,
N1SG,NW43,N04303,N043016,B2,Subsidised,
N1SG,NW43,N04303,N043017,B2,Subsidised,
N1SG,NW43,N04303,N043018,B2,Subsidised,
N1SG,NW43,N04304,N043019,B2,Subsidised,
N1SG,NW43,N04304,N043020,B2,Subsidised,
N1SG,NW43,N04304,N043021,B2,Subsidised,
N1SG,NW43,N04304,N043022,B2,Subsidised,
N1SG,NW43,N04304,N043023,B2,Subsidised,
N1SG,NW43,N04304,N043024,B2,Subsidised,
N1SG,NW43,N04305,N043025,B2,Subsidised,
N1SG,NW43,N04305,N043026,B2,Subsidised,
N1SG,NW43,N04305,N043027,B2,Subsidised,
N1SG,NW43,N04305,N043028,B2,Subsidised,
N1SG,NW43,N04305,N043029,B2,Subsidised,
N1SG,NW43,N04305,N043030,B2,Subsidised,
N1SG,NW43,N04306,N043031,B2,Subsidised,
N1SG,NW43,N04306,N043032,B2,Subsidised,
N1SG,NW43,N04306,N043033,B2,Subsidised,
N1SG,NW43,N04306,N043034,B2,Subsidised,
N1SG,NW43,N04306,N043035,B2,Subsidised,
N1SG,NW43,N04306,N043036,B2,Subsidised,
N1SG,NW43,N04307,N043037,B2,Subsidised,
N1SG,NW43,N04308,N043038,B2,Subsidised,
N1SG,NW43,N04309,N043039,B2,Subsidised,
N1SG,NW43,N04309,N043040,B2,Subsidised,
N1SG,NW43,N04309,N043041,B2,Subsidised,
N1SG,NW43,N04309,N043042,B2,Subsidised,
N1SG,NW43,N04309,N043043,B2,Subsidised,
N1SG,NW43,N04309,N043044,B2,Subsidised,
N1SG,NW43,N04310,N043045,B2,Subsidised,
N1SG,NW44,N04401,N044001,B2,Subsidised,
N1SG,NW44,N04401,N044002,B2,Subsidised,
N1SG,NW44,N04401,N044003,B2,Subsidised,
N1SG,NW44,N04401,N044004,B2,Subsidised,
N1SG,NW44,N04401,N044005,B2,Subsidised,
N1SG,NW44,N04401,N044006,B2,Subsidised,
N1SG,NW44,N04402,N044007,B2,Subsidised,
N1SG,NW44,N04402,N044008,B2,Subsidised,
N1SG,NW44,N04402,N044009,B2,Subsidised,
N1SG,NW44,N04402,N044010,B2,Subsidised,
N1SG,NW44,N04402,N044011,B2,Subsidised,
N1SG,NW44,N04402,N044012,B2,Subsidised,
N1SG,NW44,N04403,N044013,B2,Subsidised,
N1SG,NW44,N04403,N044014,B2,Subsidised,
N1SG,NW44,N04403,N044015,B2,Subsidised,
N1SG,NW44,N04403,N044016,B2,Subsidised,
N1SG,NW44,N04403,N044017,B2,Subsidised,
N1SG,NW44,N04403,N044018,B2,Subsidised,
N1SG,NW44,N04404,N044019,B2,Subsidised,
N1SG,NW44,N04404,N044020,B2,Subsidised,
N1SG,NW44,N04404,N044021,B2,Subsidised,
N1SG,NW44,N04404,N044022,B2,Subsidised,
N1SG,NW44,N04404,N044023,B2,Subsidised,
N1SG,NW44,N04404,N044024,B2,Subsidised,
N1SG,NW44,N04405,N044025,B2,Subsidised,
N1SG,NW44,N04405,N044026,B2,Subsidised,
N1SG,NW44,N04405,N044027,B2,Subsidised,
N1SG,NW44,N04405,N044028,B2,Subsidised,
N1SG,NW44,N04405,N044029,B2,Subsidised,
N1SG,NW44,N04405,N044030,B2,Subsidised,
N1SG,NW44,N04406,N044031,B2,Subsidised,
N1SG,NW44,N04407,N044032,B2,Subsidised,
N1SG,NW44,N04408,N044033,B2,Subsidised,
N1SG,NW44,N04408,N044034,B2,Subsidised,
N1SG,NW44,N04408,N044035,B2,Subsidised,
N1SG,NW44,N04408,N044036,B2,Subsidised,
N1SG,NW44,N04408,N044037,B2,Subsidised,
N1SG,NW44,N04408,N044038,B2,Subsidised,
N1SG,NW44,N04409,N044039,B2,Subsidised,
N1SG,NW44,N04409,N044040,B2,Subsidised,
N1SG,NW44,N04409,N044041,B2,Subsidised,
N1SG,NW44,N04409,N044042,B2,Subsidised,
N1SG,NW44,N04409,N044043,B2,Subsidised,
N1SG,NW44,N04410,N044045,B2,Subsidised,
N1SG,NW45,N04501,N045001,C,Subsidised,
N1SG,NW45,N04501,N045002,C,Subsidised,
N1SG,NW45,N04501,N045003,C,Subsidised,
N1SG,NW45,N04501,N045004,C,Subsidised,
N1SG,NW45,N04501,N045005,C,Subsidised,
N1SG,NW45,N04501,N045006,C,Subsidised,
N1SG,NW45,N04502,N045007,B2,Subsidised,
N1SG,NW45,N04502,N045008,B2,Subsidised,
N1SG,NW45,N04502,N045009,B2,Subsidised,
N1SG,NW45,N04502,N045010,B2,Subsidised,
N1SG,NW47,N04701,N047001,B2,Subsidised,
N1SG,NW47,N04701,N047002,B2,Subsidised,
N1SG,NW47,N04701,N047003,B2,Subsidised,
N1SG,NW47,N04701,N047004,B2,Subsidised,
N1SG,NW47,N04701,N047005,B2,Subsidised,
N1SG,NW47,N04701,N047006,B2,Subsidised,
N1SG,NW47,N04702,N047007,B2,Subsidised,
N1SG,NW47,N04702,N047008,B2,Subsidised,
N1SG,NW47,N04702,N047009,B2,Subsidised,
N1SG,NW47,N04702,N047010,B2,Subsidised,
N1SG,NW47,N04702,N047011,B2,Subsidised,
N1SG,NW47,N04702,N047012,B2,Subsidised,
N1SG,NW47,N04703,N047013,B2,Subsidised,
N1SG,NW47,N04703,N047014,B2,Subsidised,
N1SG,NW47,N04703,N047015,B2,Subsidised,
N1SG,NW47,N04703,N047016,B2,Subsidised,
N1SG,NW47,N04703,N047017,B2,Subsidised,
N1SG,NW47,N04703,N047018,B2,Subsidised,
N1SG,NW48,N04801,N048001,B1,Private,
N1SG,NW48,N04801,N048002,B1,Private,
N1SG,NW48,N04801,N048003,B1,Private,
N1SG,NW48,N04801,N048004,B1,Private,
N1SG,NW48,N04802,N048005,B1,Private,
N1SG,NW48,N04802,N048006,B1,Private,
N1SG,NW48,N04802,N048007,B1,Private,
N1SG,NW48,N04802,N048008,B1,Private,
N1SG,NW48,N04803,N048009,C,Subsidised,
N1SG,NW48,N04803,N048010,C,Subsidised,
N1SG,NW48,N04803,N048011,C,Subsidised,
N1SG,NW48,N04803,N048012,C,Subsidised,
N1SG,NW48,N04803,N048013,C,Subsidised,
N1SG,NW48,N04803,N048014,C,Subsidised,
N1SG,NW48,N04803,N048015,C,Subsidised,
N1SG,NW48,N04804,N048016,B2,Subsidised,
N1SG,NW48,N04804,N048017,B2,Subsidised,
N1SG,NW48,N04804,N048018,B2,Subsidised,
N1SG,NW48,N04804,N048019,B2,Subsidised,
N1SG,NW48,N04804,N048020,B2,Subsidised,
N1SG,NW48,N04804,N048021,B2,Subsidised,
N1SG,NW48,N04805,N048022,B2,Subsidised,
N1SG,NW48,N04805,N048023,B2,Subsidised,
N1SG,NW48,N04805,N048024,B2,Subsidised,
N1SG,NW48,N04805,N048025,B2,Subsidised,
N1SG,NW48,N04805,N048026,B2,Subsidised,
N1SG,NW48,N04805,N048027,B2,Subsidised,
N1SG,NW48,N04806,N048028,B2,Subsidised,
N1SG,NW48,N04807,N048029,B2,Subsidised,
N1SG,NW48,N04808,N048030,B1,Private,
N1SG,NW48,N04808,N048031,B1,Private,
N1SG,NW48,N04808,N048032,B1,Private,
N1SG,NW48,N04808,N048033,B1,Private,
N1SG,NW51,N05101,N051001,B2,Subsidised,
N1SG,NW51,N05101,N051002,B2,Subsidised,
N1SG,NW51,N05101,N051003,B2,Subsidised,
N1SG,NW51,N05101,N051004,B2,Subsidised,
N1SG,NW51,N05101,N051005,B2,Subsidised,
N1SG,NW51,N05101,N051006,B2,Subsidised,
N1SG,NW51,N05102,N051007,B2,Subsidised,
N1SG,NW51,N05102,N051008,B2,Subsidised,
N1SG,NW51,N05102,N051009,B2,Subsidised,
N1SG,NW51,N05102,N051010,B2,Subsidised,
N1SG,NW51,N05102,N051011,B2,Subsidised,
N1SG,NW51,N05102,N051012,B2,Subsidised,
N1SG,NW51,N05103,N051013,B2,Subsidised,
N1SG,NW51,N05103,N051014,B2,Subsidised,
N1SG,NW51,N05103,N051015,B2,Subsidised,
N1SG,NW51,N05103,N051016,B2,Subsidised,
N1SG,NW51,N05103,N051017,B2,Subsidised,
N1SG,NW51,N05103,N051018,B2,Subsidised,
N1SG,NW51,N05104,N051019,B2,Subsidised,
N1SG,NW51,N05104,N051020,B2,Subsidised,
N1SG,NW51,N05104,N051021,B2,Subsidised,
N1SG,NW51,N05104,N051022,B2,Subsidised,
N1SG,NW51,N05104,N051023,B2,Subsidised,
N1SG,NW51,N05104,N051024,B2,Subsidised,
N1SG,NW51,N05105,N051025,B2,Subsidised,
N1SG,NW51,N05105,N051026,B2,Subsidised,
N1SG,NW51,N05105,N051027,B2,Subsidised,
N1SG,NW51,N05105,N051028,B2,Subsidised,
N1SG,NW51,N05105,N051029,B2,Subsidised,
N1SG,NW51,N05105,N051030,B2,Subsidised,
N1SG,NW51,N05106,N051031,B2,Subsidised,
N1SG,NW51,N05106,N051032,B2,Subsidised,
N1SG,NW51,N05106,N051033,B2,Subsidised,
N1SG,NW51,N05106,N051034,B2,Subsidised,
N1SG,NW51,N05106,N051035,B2,Subsidised,
N1SG,NW51,N05106,N051036,B2,Subsidised,
N1SG,NW51,N05107,N051037,B2,Subsidised,
N1SG,NW51,N05107,N051038,B2,Subsidised,
N1SG,NW51,N05107,N051039,B2,Subsidised,
N1SG,NW51,N05107,N051040,B2,Subsidised,
N1SG,NW51,N05107,N051041,B2,Subsidised,
N1SG,NW51,N05107,N051042,B2,Subsidised,
N1SG,NW51,N05108,N051043,B2,Subsidised,
N1SG,NW51,N05109,N051044,B2,Subsidised,
N1SG,NW51,N05110,N051045,B2,Subsidised,
N1SG,NW51,N05110,N051045A,Others,Others,Yes
N1SG,NW52,N05201,N052001,B2,Subsidised,
N1SG,NW52,N05201,N052002,B2,Subsidised,
N1SG,NW52,N05201,N052003,B2,Subsidised,
N1SG,NW52,N05201,N052004,B2,Subsidised,
N1SG,NW52,N05201,N052005,B2,Subsidised,
N1SG,NW52,N05201,N052006,B2,Subsidised,
N1SG,NW52,N05202,N052007,B2,Subsidised,
N1SG,NW52,N05202,N052008,B2,Subsidised,
N1SG,NW52,N05202,N052009,B2,Subsidised,
N1SG,NW52,N05202,N052010,B2,Subsidised,
N1SG,NW52,N05202,N052011,B2,Subsidised,
N1SG,NW52,N05202,N052012,B2,Subsidised,
N1SG,NW52,N05203,N052013,B2,Subsidised,
N1SG,NW52,N05204,N052014,B2,Subsidised,
N1SG,NW52,N05205,N052015,B2,Subsidised,
N1SG,NW52,N05205,N052016,B2,Subsidised,
N1SG,NW52,N05205,N052017,B2,Subsidised,
N1SG,NW52,N05205,N052018,B2,Subsidised,
N1SG,NW52,N05205,N052019,B2,Subsidised,
N1SG,NW52,N05205,N052020,B2,Subsidised,
N1SG,NW52,N05206,N052021,B2,Subsidised,
N1SG,NW52,N05206,N052022,B2,Subsidised,
N1SG,NW52,N05206,N052023,B2,Subsidised,
N1SG,NW52,N05206,N052024,B2,Subsidised,
N1SG,NW52,N05206,N052025,B2,Subsidised,
N1SG,NW52,N05206,N052026,B2,Subsidised,
N1SG,NW52,N05207,N052027,B2,Subsidised,
N1SG,NW52,N05207,N052028,B2,Subsidised,
N1SG,NW52,N05207,N052029,B2,Subsidised,
N1SG,NW52,N05207,N052030,B2,Subsidised,
N1SG,NW52,N05207,N052031,B2,Subsidised,
N1SG,NW52,N05207,N052032,B2,Subsidised,
N1SG,NW52,N05208,N052033,B2,Subsidised,
N1SG,NW52,N05208,N052034,B2,Subsidised,
N1SG,NW52,N05208,N052035,B2,Subsidised,
N1SG,NW52,N05208,N052036,B2,Subsidised,
N1SG,NW52,N05208,N052037,B2,Subsidised,
N1SG,NW52,N05208,N052038,B2,Subsidised,
N1SG,NW52,N05209,N052039,B2,Subsidised,
N1SG,NW52,N05209,N052040,B2,Subsidised,
N1SG,NW52,N05209,N052041,B2,Subsidised,
N1SG,NW52,N05209,N052042,B2,Subsidised,
N1SG,NW52,N05209,N052043,B2,Subsidised,
N1SG,NW52,N05209,N052044,B2,Subsidised,
N1SG,NW52,N05210,N052045,B2,Subsidised,
N1SG,NW52,N05210,N052045A,Others,Others,Yes
N1SG,NW53,N05301,N053001,B2,Subsidised,
N1SG,NW53,N05301,N053002,B2,Subsidised,
N1SG,NW53,N05301,N053003,B2,Subsidised,
N1SG,NW53,N05301,N053004,B2,Subsidised,
N1SG,NW53,N05301,N053005,B2,Subsidised,
N1SG,NW53,N05301,N053006,B2,Subsidised,
N1SG,NW53,N05302,N053007,B2,Subsidised,
N1SG,NW53,N05302,N053008,B2,Subsidised,
N1SG,NW53,N05302,N053009,B2,Subsidised,
N1SG,NW53,N05302,N053010,B2,Subsidised,
N1SG,NW53,N05302,N053011,B2,Subsidised,
N1SG,NW53,N05302,N053012,B2,Subsidised,
N1SG,NW53,N05303,N053013,B2,Subsidised,
N1SG,NW53,N05303,N053014,B2,Subsidised,
N1SG,NW53,N05303,N053015,B2,Subsidised,
N1SG,NW53,N05303,N053016,B2,Subsidised,
N1SG,NW53,N05303,N053017,B2,Subsidised,
N1SG,NW53,N05303,N053018,B2,Subsidised,
N1SG,NW53,N05304,N053019,B2,Subsidised,
N1SG,NW53,N05304,N053020,B2,Subsidised,
N1SG,NW53,N05304,N053021,B2,Subsidised,
N1SG,NW53,N05304,N053022,B2,Subsidised,
N1SG,NW53,N05304,N053023,B2,Subsidised,
N1SG,NW53,N05304,N053024,B2,Subsidised,
N1SG,NW53,N05305,N053025,B2,Subsidised,
N1SG,NW53,N05305,N053026,B2,Subsidised,
N1SG,NW53,N05305,N053027,B2,Subsidised,
N1SG,NW53,N05305,N053028,B2,Subsidised,
N1SG,NW53,N05305,N053029,B2,Subsidised,
N1SG,NW53,N05305,N053030,B2,Subsidised,
N1SG,NW53,N05306,N053031,B2,Subsidised,
N1SG,NW53,N05306,N053032,B2,Subsidised,
N1SG,NW53,N05306,N053033,B2,Subsidised,
N1SG,NW53,N05306,N053034,B2,Subsidised,
N1SG,NW53,N05306,N053035,B2,Subsidised,
N1SG,NW53,N05306,N053036,B2,Subsidised,
N1SG,NW53,N05307,N053037,B2,Subsidised,
N1SG,NW53,N05307,N053038,B2,Subsidised,
N1SG,NW53,N05307,N053039,B2,Subsidised,
N1SG,NW53,N05307,N053040,B2,Subsidised,
N1SG,NW53,N05307,N053041,B2,Subsidised,
N1SG,NW53,N05307,N053042,B2,Subsidised,
N1SG,NW53,N05308,N053043,B2,Subsidised,
N1SG,NW53,N05309,N053044,B2,Subsidised,
N1SG,NW53,N05310,N053045,B2,Subsidised,
N1SG,NW53,N05310,N053045A,Others,Others,Yes
N1SG,NW54,N05401,N054001,C,Subsidised,
N1SG,NW54,N05401,N054002,C,Subsidised,
N1SG,NW54,N05401,N054003,C,Subsidised,
N1SG,NW54,N05401,N054004,C,Subsidised,
N1SG,NW54,N05401,N054005,C,Subsidised,
N1SG,NW54,N05401,N054006,C,Subsidised,
N1SG,NW54,N05401,N054007,C,Subsidised,
N1SG,NW54,N05402,N054009,C,Subsidised,
N1SG,NW54,N05402,N054010,C,Subsidised,
N1SG,NW54,N05402,N054011,C,Subsidised,
N1SG,NW54,N05402,N054012,C,Subsidised,
N1SG,NW54,N05402,N054013,C,Subsidised,
N1SG,NW54,N05402,N054014,C,Subsidised,
N1SG,NW54,N05402,N054015,C,Subsidised,
N1SG,NW54,N05403,N054017,C,Subsidised,
N1SG,NW54,N05403,N054018,C,Subsidised,
N1SG,NW54,N05403,N054019,C,Subsidised,
N1SG,NW54,N05403,N054020,C,Subsidised,
N1SG,NW54,N05403,N054021,C,Subsidised,
N1SG,NW54,N05403,N054022,C,Subsidised,
N1SG,NW54,N05403,N054023,C,Subsidised,
N1SG,NW54,N05404,N054025,C,Subsidised,
N1SG,NW54,N05404,N054026,C,Subsidised,
N1SG,NW54,N05404,N054027,C,Subsidised,
N1SG,NW54,N05404,N054028,C,Subsidised,
N1SG,NW54,N05404,N054029,C,Subsidised,
N1SG,NW54,N05404,N054030,C,Subsidised,
N1SG,NW54,N05404,N054031,C,Subsidised,
N1SG,NW54,N05405,N054032,C,Subsidised,
N1SG,NW54,N05406,N054033,C,Subsidised,
N1SG,NW54,N05407,N054034,C,Subsidised,
N1SG,NW54,N05407,N054035,C,Subsidised,
N1SG,NW54,N05407,N054036,C,Subsidised,
N1SG,NW54,N05407,N054037,C,Subsidised,
N1SG,NW54,N05407,N054038,C,Subsidised,
N1SG,NW54,N05407,N054039,C,Subsidised,
N1SG,NW54,N05407,N054040,C,Subsidised,
N1SG,NW54,N05408,N054041,C,Subsidised,
N1SG,NW54,N05408,N054042,C,Subsidised,
N1SG,NW54,N05408,N054043,C,Subsidised,
N1SG,NW54,N05408,N054044,C,Subsidised,
N1SG,NW54,N05408,N054045,C,Subsidised,
N1SG,NW54,N05408,N054046,C,Subsidised,
N1SG,NW54,N05408,N054047,C,Subsidised,
N1SG,NW55,N05501,N055001,B2,Subsidised,
N1SG,NW55,N05501,N055001A,,,
N1SG,NW55,N05501,N055002,B2,Subsidised,
N1SG,NW55,N05501,N055003,B2,Subsidised,
N1SG,NW55,N05501,N055004,B2,Subsidised,
N1SG,NW55,N05501,N055005,B2,Subsidised,
N1SG,NW55,N05501,N055006,B2,Subsidised,
N1SG,NW55,N05502,N055007,B2,Subsidised,
N1SG,NW55,N05503,N055008,B2,Subsidised,
N1SG,NW55,N05504,N055009,B2,Subsidised,
N1SG,NW55,N05504,N055010,B2,Subsidised,
N1SG,NW55,N05504,N055011,B2,Subsidised,
N1SG,NW55,N05504,N055012,B2,Subsidised,
N1SG,NW55,N05504,N055013,B2,Subsidised,
N1SG,NW55,N05504,N055014,B2,Subsidised,
N1SG,NW55,N05505,N055015,B2,Subsidised,
N1SG,NW55,N05505,N055015A,,,
N1SG,NW55,N05505,N055016,B2,Subsidised,
N1SG,NW55,N05505,N055017,B2,Subsidised,
N1SG,NW55,N05505,N055018,B2,Subsidised,
N1SG,NW55,N05505,N055019,B2,Subsidised,
N1SG,NW55,N05505,N055020,B2,Subsidised,
N1SG,NW55,N05506,N055021,B2,Subsidised,
N1SG,NW55,N05506,N055022,B2,Subsidised,
N1SG,NW55,N05506,N055023,B2,Subsidised,
N1SG,NW55,N05506,N055024,B2,Subsidised,
N1SG,NW55,N05506,N055025,B2,Subsidised,
N1SG,NW55,N05506,N055026,B2,Subsidised,
N1SG,NW55,N05507,N055027,B2,Subsidised,
N1SG,NW55,N05507,N055028,B2,Subsidised,
N1SG,NW55,N05507,N055029,B2,Subsidised,
N1SG,NW55,N05507,N055030,B2,Subsidised,
N1SG,NW55,N05507,N055031,B2,Subsidised,
N1SG,NW55,N05507,N055032,B2,Subsidised,
N1SG,NW55,N05508,N055033,B2,Subsidised,
N1SG,NW55,N05508,N055034,B2,Subsidised,
N1SG,NW55,N05508,N055035,B2,Subsidised,
N1SG,NW55,N05508,N055036,B2,Subsidised,
N1SG,NW55,N05508,N055037,B2,Subsidised,
N1SG,NW55,N05508,N055038,B2,Subsidised,
N1SG,NW55,N05508,N055038A,,,
N1SG,NW55,N05509,N055039,B2,Subsidised,
N1SG,NW55,N05509,N055040,B2,Subsidised,
N1SG,NW55,N05509,N055041,B2,Subsidised,
N1SG,NW55,N05509,N055042,B2,Subsidised,
N1SG,NW55,N05509,N055043,B2,Subsidised,
N1SG,NW55,N05509,N055044,B2,Subsidised,
N1SG,NW55,N05510,N055045,B2,Subsidised,
N1SG,NW55,N05511,N055046,OTHERS,Others,Yes
N1SG,NW55,N055DL,N055DL01,,,
N1SG,NW55,N055DL,N055DL02,,,
N1SG,NW55,N055DL,N055DL03,,,
N1SG,NW55,N055DL,N055DL04,,,
N1SG,NW56,N05601,N056001,B2,Subsidised,
N1SG,NW56,N05601,N056002,B2,Subsidised,
N1SG,NW56,N05601,N056003,B2,Subsidised,
N1SG,NW56,N05601,N056004,B2,Subsidised,
N1SG,NW56,N05601,N056005,B2,Subsidised,
N1SG,NW56,N05601,N056006,B2,Subsidised,
N1SG,NW56,N05602,N056007,B2,Subsidised,
N1SG,NW56,N05602,N056008,B2,Subsidised,
N1SG,NW56,N05602,N056009,B2,Subsidised,
N1SG,NW56,N05602,N056010,B2,Subsidised,
N1SG,NW56,N05602,N056011,B2,Subsidised,
N1SG,NW56,N05602,N056012,B2,Subsidised,
N1SG,NW56,N05603,N056013,B2,Subsidised,
N1SG,NW56,N05604,N056014,B2,Subsidised,
N1SG,NW56,N05605,N056015,B2,Subsidised,
N1SG,NW56,N05605,N056016,B2,Subsidised,
N1SG,NW56,N05605,N056017,B2,Subsidised,
N1SG,NW56,N05605,N056018,B2,Subsidised,
N1SG,NW56,N05605,N056019,B2,Subsidised,
N1SG,NW56,N05605,N056020,B2,Subsidised,
N1SG,NW56,N05606,N056021,B2,Subsidised,
N1SG,NW56,N05606,N056022,B2,Subsidised,
N1SG,NW56,N05606,N056023,B2,Subsidised,
N1SG,NW56,N05606,N056024,B2,Subsidised,
N1SG,NW56,N05606,N056025,B2,Subsidised,
N1SG,NW56,N05606,N056026,B2,Subsidised,
N1SG,NW56,N05607,N056027,B2,Subsidised,
N1SG,NW56,N05607,N056028,B2,Subsidised,
N1SG,NW56,N05607,N056029,B2,Subsidised,
N1SG,NW56,N05607,N056030,B2,Subsidised,
N1SG,NW56,N05607,N056031,B2,Subsidised,
N1SG,NW56,N05607,N056032,B2,Subsidised,
N1SG,NW56,N05608,N056033,B2,Subsidised,
N1SG,NW56,N05608,N056034,B2,Subsidised,
N1SG,NW56,N05608,N056035,B2,Subsidised,
N1SG,NW56,N05608,N056036,B2,Subsidised,
N1SG,NW56,N05608,N056037,B2,Subsidised,
N1SG,NW56,N05608,N056038,B2,Subsidised,
N1SG,NW56,N05609,N056039,B2,Subsidised,
N1SG,NW56,N05609,N056040,B2,Subsidised,
N1SG,NW56,N05609,N056041,B2,Subsidised,
N1SG,NW56,N05609,N056042,B2,Subsidised,
N1SG,NW56,N05609,N056043,B2,Subsidised,
N1SG,NW56,N05609,N056044,B2,Subsidised,
N1SG,NW56,N05610,N056046,Others,Others,Yes
N1SG,NW56,N05611,N056045,Others,Others,Yes
N1SG,NW56,N05611,N056045A,Others,Others,Yes
N1SG,NW57,N05701,N057007,B2,Subsidised,
N1SG,NW57,N05701,N057008,B2,Subsidised,
N1SG,NW57,N05701,N057009,B2,Subsidised,
N1SG,NW57,N05701,N057010,B2,Subsidised,
N1SG,NW57,N05701,N057011,B2,Subsidised,
N1SG,NW57,N05701,N057012,B2,Subsidised,
N1SG,NW57,N05703,N057019,B2,Subsidised,
N1SG,NW57,N05703,N057020,B2,Subsidised,
N1SG,NW57,N05703,N057021,B2,Subsidised,
N1SG,NW57,N05703,N057022,B2,Subsidised,
N1SG,NW57,N05703,N057023,B2,Subsidised,
N1SG,NW57,N05703,N057024,B2,Subsidised,
N1SG,NW57,N05704,N057025,B2,Subsidised,
N1SG,NW57,N05704,N057026,B2,Subsidised,
N1SG,NW57,N05704,N057027,B2,Subsidised,
N1SG,NW57,N05704,N057028,B2,Subsidised,
N1SG,NW57,N05704,N057029,B2,Subsidised,
N1SG,NW57,N05704,N057030,B2,Subsidised,
N1SG,NW57,N05705,N057031,B2,Subsidised,
N1SG,NW57,N05706,N057001,B2,Subsidised,
N1SG,NW57,N05706,N057002,B2,Subsidised,
N1SG,NW57,N05706,N057003,B2,Subsidised,
N1SG,NW57,N05706,N057004,B2,Subsidised,
N1SG,NW57,N05706,N057005,B2,Subsidised,
N1SG,NW57,N05706,N057006,B2,Subsidised,
N1SG,NW57,N05707,N057032,B2,Subsidised,
N1SG,NW57,N05708,N057033,B2,Subsidised,
N1SG,NW57,N05708,N057034,B2,Subsidised,
N1SG,NW57,N05708,N057035,B2,Subsidised,
N1SG,NW57,N05708,N057036,B2,Subsidised,
N1SG,NW57,N05708,N057037,B2,Subsidised,
N1SG,NW57,N05708,N057038,B2,Subsidised,
N1SG,NW57,N05709,N057039,B2,Subsidised,
N1SG,NW57,N05709,N057040,B2,Subsidised,
N1SG,NW57,N05709,N057041,B2,Subsidised,
N1SG,NW57,N05709,N057042,B2,Subsidised,
N1SG,NW57,N05709,N057043,B2,Subsidised,
N1SG,NW57,N05709,N057044,B2,Subsidised,
N1SG,NW57,N05710,N057045,B2,Subsidised,
N1SG,NW57,N05711,N057046,Others,Others,Yes
N1SG,NW58,N05801,N058001,B2,Subsidised,
N1SG,NW58,N05801,N058002,B2,Subsidised,
N1SG,NW58,N05801,N058003,B2,Subsidised,
