Facility,Department,Room,Bed,Bed Class,Bed Type,Virtual bed
NTFH,JWT7S,JWT7SR06,JWT7SB27,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB28,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB29,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB30,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB31,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB32,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB33,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB34,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB35,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB36,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB37,C,Subsidised,
NTFH,JWT7S,JWT7SR07,JWT7SB38,C,Subsidised,
NTFH,JWT8S,JWT8SR01,JWT8SB01,C,Subsidised,
NTFH,JWT8S,JWT8SR01,JWT8SB02,C,Subsidised,
NTFH,JWT8S,JWT8SR01,JWT8SB03,C,Subsidised,
NTFH,JWT8S,JWT8SR01,JWT8SB04,C,Subsidised,
NTFH,JWT8S,JWT8SR01,JWT8SB05,C,Subsidised,
NTFH,JWT8S,JWT8SR01,JWT8SB06,C,Subsidised,
NTFH,JWT8S,JWT8SR02,JWT8SB07,C,Subsidised,
NTFH,JWT8S,JWT8SR02,JWT8SB08,C,Subsidised,
NTFH,JWT8S,JWT8SR02,JWT8SB09,C,Subsidised,
NTFH,JWT8S,JWT8SR02,JWT8SB10,C,Subsidised,
NTFH,JWT8S,JWT8SR02,JWT8SB11,C,Subsidised,
NTFH,JWT8S,JWT8SR02,JWT8SB12,C,Subsidised,
NTFH,JWT8S,JWT8SR03,JWT8SB13,Classless,Isolation,
NTFH,JWT8S,JWT8SR04,JWT8SB14,Classless,Isolation,
NTFH,JWT8S,JWT8SR05,JWT8SB15,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB16,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB17,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB18,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB19,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB20,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB21,C,Subsidised,
NTFH,JWT8S,JWT8SR05,JWT8SB22,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB23,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB24,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB25,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB26,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB27,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB28,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB29,C,Subsidised,
NTFH,JWT8S,JWT8SR06,JWT8SB30,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB31,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB32,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB33,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB34,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB35,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB36,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB37,C,Subsidised,
NTFH,JWT8S,JWT8SR07,JWT8SB38,C,Subsidised,
NTFH,JWT9S,JWT9SR01,JWT9SB01,B2,Subsidised,
NTFH,JWT9S,JWT9SR01,JWT9SB02,B2,Subsidised,
NTFH,JWT9S,JWT9SR01,JWT9SB03,B2,Subsidised,
NTFH,JWT9S,JWT9SR01,JWT9SB04,B2,Subsidised,
NTFH,JWT9S,JWT9SR01,JWT9SB05,B2,Subsidised,
NTFH,JWT9S,JWT9SR01,JWT9SB06,B2,Subsidised,
NTFH,JWT9S,JWT9SR02,JWT9SB07,B2,Subsidised,
NTFH,JWT9S,JWT9SR02,JWT9SB08,B2,Subsidised,
NTFH,JWT9S,JWT9SR02,JWT9SB09,B2,Subsidised,
NTFH,JWT9S,JWT9SR02,JWT9SB10,B2,Subsidised,
NTFH,JWT9S,JWT9SR02,JWT9SB11,B2,Subsidised,
NTFH,JWT9S,JWT9SR02,JWT9SB12,B2,Subsidised,
NTFH,JWT9S,JWT9SR03,JWT9SB13,Classless,Isolation,
NTFH,JWT9S,JWT9SR04,JWT9SB14,Classless,Isolation,
NTFH,JWT9S,JWT9SR05,JWT9SB15,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB16,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB17,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB18,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB19,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB20,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB21,C,Subsidised,
NTFH,JWT9S,JWT9SR05,JWT9SB22,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB23,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB24,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB25,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB26,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB27,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB28,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB29,C,Subsidised,
NTFH,JWT9S,JWT9SR06,JWT9SB30,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB31,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB32,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB33,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB34,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB35,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB36,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB37,C,Subsidised,
NTFH,JWT9S,JWT9SR07,JWT9SB38,C,Subsidised,
JCH,CWC02P,CW02PR01,CW02PB01,,,
JCH,CWC02P,CW02PR02,CW02PB02,,,
JCH,CWC02P,CW02PR03,CW02PB03,,,
JCH,CWC02P,CW02PR04,CW02PB04,,,
JCH,CWC02P,CW02PR05,CW02PB05,,,
JCH,CWC02P,CW02PR06,CW02PB06,,,
JCH,CWC02P,CW02PR07,CW02PB07,,,
JCH,CWC02P,CW02PR07,CW02PB08,,,
JCH,CWC02P,CW02PR07,CW02PB09,,,
JCH,CWC02P,CW02PR07,CW02PB10,,,
JCH,CWC02P,CW02PR08,CW02PB11,,,
JCH,CWC02P,CW02PR08,CW02PB12,,,
JCH,CWC02P,CW02PR08,CW02PB13,,,
JCH,CWC02P,CW02PR08,CW02PB14,,,
JCH,CWC02P,CW02PR09,CW02PB15,,,
JCH,CWC02P,CW02PR09,CW02PB16,,,
JCH,CWC02P,CW02PR09,CW02PB17,,,
JCH,CWC02P,CW02PR09,CW02PB18,,,
JCH,CWC02P,CW02PR10,CW02PB19,,,
JCH,CWC02P,CW02PR10,CW02PB20,,,
JCH,CWC02P,CW02PR10,CW02PB21,,,
JCH,CWC02P,CW02PR10,CW02PB22,,,
JCH,CWC02P,CW02PR11,CW02PB23,,,
JCH,CWC02P,CW02PR11,CW02PB24,,,
JCH,CWC02P,CW02PR11,CW02PB25,,,
JCH,CWC02P,CW02PR11,CW02PB26,,,
JCH,CWC03P,CW03PR01,CW03PB01,,,
JCH,CWC03P,CW03PR01,CW03PB02,,,
JCH,CWC03P,CW03PR01,CW03PB03,,,
JCH,CWC03P,CW03PR01,CW03PB04,,,
JCH,CWC03P,CW03PR02,CW03PB05,,,
JCH,CWC03P,CW03PR02,CW03PB06,,,
JCH,CWC03P,CW03PR02,CW03PB07,,,
JCH,CWC03P,CW03PR02,CW03PB08,,,
JCH,CWC03P,CW03PR08,CW03PB35,,,
JCH,CWC03P,CW03PR09,CW03PB36,,,
JCH,CWC03P,CW03PR10,CW03PB37,,,
JCH,CWC03P,CW03PR11,CW03PB38,,,
JCH,CWC03P,CW03PR12,CW03PB40,,,
JCH,CWC03P,CW03PR13,CW03PB41,,,
JCH,CWC03P,CW03PR14,CW03PB42,,,
JCH,CWC03S,CW03SR03,CW03SB09,,,
JCH,CWC03S,CW03SR04,CW03SB10,,,
JCH,CWC03S,CW03SR05,CW03SB11,,,
JCH,CWC03S,CW03SR05,CW03SB12,,,
JCH,CWC03S,CW03SR05,CW03SB13,,,
JCH,CWC03S,CW03SR05,CW03SB14,,,
JCH,CWC03S,CW03SR05,CW03SB15,,,
JCH,CWC03S,CW03SR05,CW03SB16,,,
JCH,CWC03S,CW03SR05,CW03SB17,,,
JCH,CWC03S,CW03SR05,CW03SB18,,,
JCH,CWC03S,CW03SR06,CW03SB19,,,
JCH,CWC03S,CW03SR06,CW03SB20,,,
JCH,CWC03S,CW03SR06,CW03SB21,,,
JCH,CWC03S,CW03SR06,CW03SB22,,,
JCH,CWC03S,CW03SR06,CW03SB23,,,
JCH,CWC03S,CW03SR06,CW03SB24,,,
JCH,CWC03S,CW03SR06,CW03SB25,,,
JCH,CWC03S,CW03SR06,CW03SB26,,,
JCH,CWC03S,CW03SR07,CW03SB27,,,
JCH,CWC03S,CW03SR07,CW03SB28,,,
JCH,CWC03S,CW03SR07,CW03SB29,,,
JCH,CWC03S,CW03SR07,CW03SB30,,,
JCH,CWC03S,CW03SR07,CW03SB31,,,
JCH,CWC03S,CW03SR07,CW03SB32,,,
JCH,CWC03S,CW03SR07,CW03SB33,,,
JCH,CWC03S,CW03SR07,CW03SB34,,,
JCH,CWC04P,CW04PR01,CW04PB01,,,
JCH,CWC04P,CW04PR02,CW04PB02,,,
JCH,CWC04P,CW04PR03,CW04PB03,,,
JCH,CWC04P,CW04PR03,CW04PB04,,,
JCH,CWC04P,CW04PR03,CW04PB05,,,
JCH,CWC04P,CW04PR03,CW04PB06,,,
JCH,CWC04S,CW04SR04,CW04SB07,,,
JCH,CWC04S,CW04SR05,CW04SB08,,,
JCH,CWC04S,CW04SR06,CW04SB09,,,
JCH,CWC04S,CW04SR06,CW04SB10,,,
JCH,CWC04S,CW04SR06,CW04SB11,,,
JCH,CWC04S,CW04SR06,CW04SB12,,,
JCH,CWC04S,CW04SR06,CW04SB13,,,
JCH,CWC04S,CW04SR06,CW04SB14,,,
JCH,CWC04S,CW04SR06,CW04SB15,,,
JCH,CWC04S,CW04SR06,CW04SB16,,,
JCH,CWC04S,CW04SR07,CW04SB17,,,
JCH,CWC04S,CW04SR07,CW04SB18,,,
JCH,CWC04S,CW04SR07,CW04SB19,,,
JCH,CWC04S,CW04SR07,CW04SB20,,,
JCH,CWC04S,CW04SR07,CW04SB21,,,
JCH,CWC04S,CW04SR07,CW04SB22,,,
JCH,CWC04S,CW04SR07,CW04SB23,,,
JCH,CWC04S,CW04SR07,CW04SB24,,,
JCH,CWC04S,CW04SR08,CW04SB25,,,
JCH,CWC04S,CW04SR08,CW04SB26,,,
JCH,CWC04S,CW04SR08,CW04SB27,,,
JCH,CWC04S,CW04SR08,CW04SB28,,,
JCH,CWC04S,CW04SR08,CW04SB29,,,
JCH,CWC04S,CW04SR08,CW04SB30,,,
JCH,CWC04S,CW04SR08,CW04SB31,,,
JCH,CWC04S,CW04SR08,CW04SB32,,,
JCH,CWC04S,CW04SR09,CW04SB33,,,
JCH,CWC04S,CW04SR10,CW04SB32,,,
JCH,CWC05S,CW05SR01,CW05SB01,,,
JCH,CWC05S,CW05SR01,CW05SB02,,,
JCH,CWC05S,CW05SR01,CW05SB03,,,
JCH,CWC05S,CW05SR01,CW05SB04,,,
JCH,CWC05S,CW05SR01,CW05SB05,,,
JCH,CWC05S,CW05SR01,CW05SB06,,,
JCH,CWC05S,CW05SR02,CW05SB08,,,
JCH,CWC05S,CW05SR02,CW05SB09,,,
JCH,CWC05S,CW05SR02,CW05SB10,,,
JCH,CWC05S,CW05SR02,CW05SB11,,,
JCH,CWC05S,CW05SR02,CW05SB12,,,
JCH,CWC05S,CW05SR02,CW05SB07,,,
JCH,CWC05S,CW05SR03,CW05SB13,,,
JCH,CWC05S,CW05SR04,CW05SB14,,,
JCH,CWC05S,CW05SR05,CW05SB15,,,
JCH,CWC05S,CW05SR05,CW05SB16,,,
JCH,CWC05S,CW05SR05,CW05SB17,,,
JCH,CWC05S,CW05SR05,CW05SB18,,,
JCH,CWC05S,CW05SR05,CW05SB19,,,
JCH,CWC05S,CW05SR05,CW05SB20,,,
JCH,CWC05S,CW05SR05,CW05SB21,,,
JCH,CWC05S,CW05SR05,CW05SB22,,,
JCH,CWC05S,CW05SR06,CW05SB23,,,
JCH,CWC05S,CW05SR06,CW05SB24,,,
JCH,CWC05S,CW05SR06,CW05SB25,,,
JCH,CWC05S,CW05SR06,CW05SB26,,,
JCH,CWC05S,CW05SR06,CW05SB27,,,
JCH,CWC05S,CW05SR06,CW05SB28,,,
JCH,CWC05S,CW05SR06,CW05SB29,,,
JCH,CWC05S,CW05SR06,CW05SB30,,,
JCH,CWC05S,CW05SR07,CW05SB31,,,
JCH,CWC05S,CW05SR07,CW05SB32,,,
JCH,CWC05S,CW05SR07,CW05SB33,,,
JCH,CWC05S,CW05SR07,CW05SB34,,,
JCH,CWC05S,CW05SR07,CW05SB35,,,
JCH,CWC05S,CW05SR07,CW05SB36,,,
JCH,CWC05S,CW05SR07,CW05SB37,,,
JCH,CWC05S,CW05SR07,CW05SB38,,,
JCH,CWC06S,CW06SR01,CW06SB01,,,
JCH,CWC06S,CW06SR01,CW06SB02,,,
JCH,CWC06S,CW06SR01,CW06SB03,,,
JCH,CWC06S,CW06SR01,CW06SB04,,,
JCH,CWC06S,CW06SR01,CW06SB05,,,
JCH,CWC06S,CW06SR01,CW06SB06,,,
JCH,CWC06S,CW06SR02,CW06SB07,,,
JCH,CWC06S,CW06SR02,CW06SB08,,,
JCH,CWC06S,CW06SR02,CW06SB09,,,
JCH,CWC06S,CW06SR02,CW06SB10,,,
JCH,CWC06S,CW06SR02,CW06SB11,,,
JCH,CWC06S,CW06SR02,CW06SB12,,,
JCH,CWC06S,CW06SR03,CW06SB13,,,
JCH,CWC06S,CW06SR04,CW06SB14,,,
JCH,CWC06S,CW06SR05,CW06SB15,,,
JCH,CWC06S,CW06SR05,CW06SB16,,,
JCH,CWC06S,CW06SR05,CW06SB17,,,
JCH,CWC06S,CW06SR05,CW06SB18,,,
JCH,CWC06S,CW06SR05,CW06SB19,,,
JCH,CWC06S,CW06SR05,CW06SB20,,,
JCH,CWC06S,CW06SR05,CW06SB21,,,
JCH,CWC06S,CW06SR05,CW06SB22,,,
JCH,CWC06S,CW06SR06,CW06SB23,,,
JCH,CWC06S,CW06SR06,CW06SB24,,,
JCH,CWC06S,CW06SR06,CW06SB25,,,
JCH,CWC06S,CW06SR06,CW06SB26,,,
JCH,CWC06S,CW06SR06,CW06SB27,,,
JCH,CWC06S,CW06SR06,CW06SB28,,,
JCH,CWC06S,CW06SR06,CW06SB29,,,
JCH,CWC06S,CW06SR06,CW06SB30,,,
JCH,CWC06S,CW06SR07,CW06SB31,,,
JCH,CWC06S,CW06SR07,CW06SB32,,,
JCH,CWC06S,CW06SR07,CW06SB33,,,
JCH,CWC06S,CW06SR07,CW06SB34,,,
JCH,CWC06S,CW06SR07,CW06SB35,,,
JCH,CWC06S,CW06SR07,CW06SB36,,,
JCH,CWC06S,CW06SR07,CW06SB37,,,
JCH,CWC06S,CW06SR07,CW06SB38,,,
JCH,CWC10S,CW10SR01,CW10SB01,,,
JCH,CWC10S,CW10SR01,CW10SB02,,,
JCH,CWC10S,CW10SR01,CW10SB03,,,
JCH,CWC10S,CW10SR01,CW10SB04,,,
JCH,CWC10S,CW10SR01,CW10SB05,,,
JCH,CWC10S,CW10SR01,CW10SB06,,,
JCH,CWC10S,CW10SR02,CW10SB07,,,
JCH,CWC10S,CW10SR02,CW10SB08,,,
JCH,CWC10S,CW10SR02,CW10SB09,,,
JCH,CWC10S,CW10SR02,CW10SB10,,,
JCH,CWC10S,CW10SR02,CW10SB11,,,
JCH,CWC10S,CW10SR02,CW10SB12,,,
JCH,CWC10S,CW10SR03,CW10SB13,,,
JCH,CWC10S,CW10SR04,CW10SB14,,,
JCH,CWC10S,CW10SR05,CW10SB15,,,
JCH,CWC10S,CW10SR05,CW10SB16,,,
JCH,CWC10S,CW10SR05,CW10SB17,,,
JCH,CWC10S,CW10SR05,CW10SB18,,,
JCH,CWC10S,CW10SR05,CW10SB19,,,
JCH,CWC10S,CW10SR05,CW10SB20,,,
JCH,CWC10S,CW10SR05,CW10SB21,,,
JCH,CWC10S,CW10SR05,CW10SB22,,,
JCH,CWC10S,CW10SR06,CW10SB23,,,
JCH,CWC10S,CW10SR06,CW10SB24,,,
JCH,CWC10S,CW10SR06,CW10SB25,,,
JCH,CWC10S,CW10SR06,CW10SB26,,,
JCH,CWC10S,CW10SR06,CW10SB27,,,
JCH,CWC10S,CW10SR06,CW10SB28,,,
JCH,CWC10S,CW10SR06,CW10SB29,,,
JCH,CWC10S,CW10SR06,CW10SB30,,,
JCH,CWC10S,CW10SR07,CW10SB31,,,
JCH,CWC10S,CW10SR07,CW10SB32,,,
JCH,CWC10S,CW10SR07,CW10SB33,,,
JCH,CWC10S,CW10SR07,CW10SB34,,,
JCH,CWC10S,CW10SR07,CW10SB35,,,
JCH,CWC10S,CW10SR07,CW10SB36,,,
JCH,CWC10S,CW10SR07,CW10SB37,,,
JCH,CWC10S,CW10SR07,CW10SB38,,,
JCH,CWC11S,CW11SR01,CW11SB02,,,
JCH,CWC11S,CW11SR01,CW11SB03,,,
JCH,CWC11S,CW11SR01,CW11SB04,,,
JCH,CWC11S,CW11SR01,CW11SB05,,,
JCH,CWC11S,CW11SR01,CW11SB06,,,
JCH,CWC11S,CW11SR01,CW11SB01,,,
JCH,CWC11S,CW11SR02,CW11SB07,,,
JCH,CWC11S,CW11SR02,CW11SB08,,,
JCH,CWC11S,CW11SR02,CW11SB09,,,
JCH,CWC11S,CW11SR02,CW11SB10,,,
JCH,CWC11S,CW11SR02,CW11SB11,,,
JCH,CWC11S,CW11SR02,CW11SB12,,,
JCH,CWC11S,CW11SR03,CW11SB13,,,
JCH,CWC11S,CW11SR04,CW11SB14,,,
JCH,CWC11S,CW11SR05,CW11SB15,,,
JCH,CWC11S,CW11SR05,CW11SB16,,,
JCH,CWC11S,CW11SR05,CW11SB17,,,
JCH,CWC11S,CW11SR05,CW11SB18,,,
JCH,CWC11S,CW11SR05,CW11SB19,,,
JCH,CWC11S,CW11SR05,CW11SB20,,,
JCH,CWC11S,CW11SR05,CW11SB21,,,
JCH,CWC11S,CW11SR05,CW11SB22,,,
JCH,CWC11S,CW11SR06,CW11SB23,,,
JCH,CWC11S,CW11SR06,CW11SB24,,,
JCH,CWC11S,CW11SR06,CW11SB25,,,
JCH,CWC11S,CW11SR06,CW11SB26,,,
JCH,CWC11S,CW11SR06,CW11SB27,,,
JCH,CWC11S,CW11SR06,CW11SB28,,,
JCH,CWC11S,CW11SR06,CW11SB29,,,
JCH,CWC11S,CW11SR06,CW11SB30,,,
JCH,CWC11S,CW11SR07,CW11SB32,,,
JCH,CWC11S,CW11SR07,CW11SB33,,,
JCH,CWC11S,CW11SR07,CW11SB34,,,
JCH,CWC11S,CW11SR07,CW11SB35,,,
JCH,CWC11S,CW11SR07,CW11SB36,,,
JCH,CWC11S,CW11SR07,CW11SB37,,,
JCH,CWC11S,CW11SR07,CW11SB38,,,
JCH,CWC11S,CW11SR07,CW11SB31,,,
JCH,CWC12S,CW12SR01,CW12SB01,,,
JCH,CWC12S,CW12SR01,CW12SB02,,,
JCH,CWC12S,CW12SR01,CW12SB03,,,
JCH,CWC12S,CW12SR01,CW12SB04,,,
JCH,CWC12S,CW12SR01,CW12SB05,,,
JCH,CWC12S,CW12SR01,CW12SB06,,,
JCH,CWC12S,CW12SR02,CW12SB07,,,
JCH,CWC12S,CW12SR02,CW12SB08,,,
JCH,CWC12S,CW12SR02,CW12SB09,,,
JCH,CWC12S,CW12SR02,CW12SB10,,,
JCH,CWC12S,CW12SR02,CW12SB11,,,
JCH,CWC12S,CW12SR02,CW12SB12,,,
JCH,CWC12S,CW12SR03,CW12SB13,,,
JCH,CWC12S,CW12SR04,CW12SB14,,,
JCH,CWC12S,CW12SR05,CW12SB15,,,
JCH,CWC12S,CW12SR05,CW12SB16,,,
JCH,CWC12S,CW12SR05,CW12SB17,,,
JCH,CWC12S,CW12SR05,CW12SB18,,,
JCH,CWC12S,CW12SR05,CW12SB19,,,
JCH,CWC12S,CW12SR05,CW12SB20,,,
JCH,CWC12S,CW12SR05,CW12SB21,,,
JCH,CWC12S,CW12SR05,CW12SB22,,,
JCH,CWC12S,CW12SR06,CW12SB23,,,
JCH,CWC12S,CW12SR06,CW12SB24,,,
JCH,CWC12S,CW12SR06,CW12SB25,,,
JCH,CWC12S,CW12SR06,CW12SB26,,,
JCH,CWC12S,CW12SR06,CW12SB27,,,
JCH,CWC12S,CW12SR06,CW12SB28,,,
JCH,CWC12S,CW12SR06,CW12SB29,,,
JCH,CWC12S,CW12SR06,CW12SB30,,,
JCH,CWC12S,CW12SR07,CW12SB31,,,
JCH,CWC12S,CW12SR07,CW12SB32,,,
JCH,CWC12S,CW12SR07,CW12SB33,,,
JCH,CWC12S,CW12SR07,CW12SB34,,,
JCH,CWC12S,CW12SR07,CW12SB35,,,
JCH,CWC12S,CW12SR07,CW12SB36,,,
JCH,CWC12S,CW12SR07,CW12SB37,,,
JCH,CWC12S,CW12SR07,CW12SB38,,,
ALEX,LW2W,L00201,L002001,C,Subsidised,
ALEX,LW2W,L00201,L002002,C,Subsidised,
ALEX,LW2W,L00201,L002003,C,Subsidised,
ALEX,LW2W,L00201,L002004,C,Subsidised,
ALEX,LW2W,L00201,L002005,C,Subsidised,
ALEX,LW2W,L00202,L002006,C,Subsidised,
ALEX,LW2W,L00202,L002007,C,Subsidised,
ALEX,LW2W,L00202,L002008,C,Subsidised,
ALEX,LW2W,L00202,L002009,C,Subsidised,
ALEX,LW2W,L00202,L002010,C,Subsidised,
ALEX,LW2W,L00203,L002011,C,Subsidised,
ALEX,LW2W,L00203,L002012,C,Subsidised,
ALEX,LW2W,L00203,L002013,C,Subsidised,
ALEX,LW2W,L00203,L002014,C,Subsidised,
ALEX,LW2W,L00204,L002015,C,Subsidised,
ALEX,LW2W,L00204,L002016,C,Subsidised,
ALEX,LW2W,L00204,L002017,C,Subsidised,
ALEX,LW2W,L00204,L002018,C,Subsidised,
ALEX,LW2W,L00205,L002019,C,Subsidised,
ALEX,LW2W,L00205,L002020,C,Subsidised,
ALEX,LW2W,L00205,L002021,C,Subsidised,
ALEX,LW2W,L00205,L002022,C,Subsidised,
ALEX,LW2W,L00205,L002023,C,Subsidised,
ALEX,LW2W,L00206,L002024,C,Subsidised,
ALEX,LW2W,L00206,L002025,C,Subsidised,
ALEX,LW2W,L00206,L002026,C,Subsidised,
ALEX,LW2W,L00206,L002027,C,Subsidised,
ALEX,LW2W,L00206,L002028,C,Subsidised,
ALEX,LW2W,L00207,L002029,C,Subsidised,
ALEX,LW2W,L00208,L002030,C,Subsidised,
ALEX,LW2W,L00209,L002031,C,Subsidised,
ALEX,LW3W,L00301,L003001,C,Subsidised,
ALEX,LW3W,L00301,L003002,C,Subsidised,
ALEX,LW3W,L00301,L003003,C,Subsidised,
ALEX,LW3W,L00301,L003004,C,Subsidised,
ALEX,LW3W,L00301,L003005,C,Subsidised,
ALEX,LW3W,L00302,L003006,C,Subsidised,
ALEX,LW3W,L00302,L003007,C,Subsidised,
ALEX,LW3W,L00302,L003008,C,Subsidised,
ALEX,LW3W,L00302,L003009,C,Subsidised,
ALEX,LW3W,L00302,L003010,C,Subsidised,
ALEX,LW3W,L00303,L003011,C,Subsidised,
ALEX,LW3W,L00303,L003012,C,Subsidised,
ALEX,LW3W,L00303,L003013,C,Subsidised,
ALEX,LW3W,L00303,L003014,C,Subsidised,
ALEX,LW3W,L00303,L003015,C,Subsidised,
ALEX,LW3W,L00304,L003016,C,Subsidised,
ALEX,LW3W,L00304,L003017,C,Subsidised,
ALEX,LW3W,L00304,L003018,C,Subsidised,
ALEX,LW3W,L00304,L003019,C,Subsidised,
ALEX,LW3W,L00304,L003020,C,Subsidised,
ALEX,LW3W,L00305,L003021,C,Subsidised,
ALEX,LW3W,L00305,L003022,C,Subsidised,
ALEX,LW3W,L00305,L003023,C,Subsidised,
ALEX,LW3W,L00305,L003024,C,Subsidised,
ALEX,LW3W,L00305,L003025,C,Subsidised,
ALEX,LW3W,L00306,L003026,C,Subsidised,
ALEX,LW3W,L00306,L003027,C,Subsidised,
ALEX,LW3W,L00306,L003028,C,Subsidised,
ALEX,LW3W,L00306,L003029,C,Subsidised,
ALEX,LW3W,L00306,L003030,C,Subsidised,
ALEX,LW3W,L00307,L003031,C,Subsidised,
ALEX,LW3W,L00307,L003032,C,Subsidised,
ALEX,LW3W,L00307,L003033,C,Subsidised,
ALEX,LW3W,L00307,L003034,C,Subsidised,
ALEX,LW3W,L00307,L003035,C,Subsidised,
ALEX,LW3W,L00308,L003036,C,Subsidised,
ALEX,LW3W,L00309,L003037,C,Subsidised,
ALEX,LW4W,L00401,L004001,B2,Subsidised,
ALEX,LW4W,L00401,L004002,B2,Subsidised,
ALEX,LW4W,L00401,L004003,B2,Subsidised,
ALEX,LW4W,L00401,L004004,B2,Subsidised,
ALEX,LW4W,L00401,L004005,B2,Subsidised,
ALEX,LW4W,L00402,L004006,B2,Subsidised,
ALEX,LW4W,L00402,L004007,B2,Subsidised,
ALEX,LW4W,L00402,L004008,B2,Subsidised,
ALEX,LW4W,L00402,L004009,B2,Subsidised,
ALEX,LW4W,L00402,L004010,B2,Subsidised,
ALEX,LW4W,L00403,L004011,B2,Subsidised,
ALEX,LW4W,L00403,L004012,B2,Subsidised,
ALEX,LW4W,L00403,L004013,B2,Subsidised,
ALEX,LW4W,L00403,L004014,B2,Subsidised,
ALEX,LW4W,L00403,L004015,B2,Subsidised,
ALEX,LW4W,L00404,L004016,B2,Subsidised,
ALEX,LW4W,L00404,L004017,B2,Subsidised,
ALEX,LW4W,L00404,L004018,B2,Subsidised,
ALEX,LW4W,L00404,L004019,B2,Subsidised,
ALEX,LW4W,L00404,L004020,B2,Subsidised,
ALEX,LW4W,L00405,L004021,B2,Subsidised,
ALEX,LW4W,L00405,L004022,B2,Subsidised,
ALEX,LW4W,L00405,L004023,B2,Subsidised,
ALEX,LW4W,L00405,L004024,B2,Subsidised,
ALEX,LW4W,L00405,L004025,B2,Subsidised,
ALEX,LW4W,L00406,L004026,B2,Subsidised,
ALEX,LW4W,L00406,L004027,B2,Subsidised,
ALEX,LW4W,L00406,L004028,B2,Subsidised,
ALEX,LW4W,L00406,L004029,B2,Subsidised,
ALEX,LW4W,L00406,L004030,B2,Subsidised,
ALEX,LW4W,L00407,L004031,B2,Subsidised,
ALEX,LW4W,L00408,L004032,B2,Subsidised,
ALEX,LW4W,L00409,L004033,B2,Subsidised,
ALEX,LW5W,L00501,L005001,B2,Subsidised,
ALEX,LW5W,L00501,L005002,B2,Subsidised,
ALEX,LW5W,L00501,L005003,B2,Subsidised,
ALEX,LW5W,L00501,L005004,B2,Subsidised,
ALEX,LW5W,L00501,L005005,B2,Subsidised,
